Plate,Gene_name,gene_length,aligned_length,avg_read_depth,snp_count,indel_count
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOL165C,432,388,18,55,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YFR012W,609,600,11,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR398C,3864,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YBR165W,834,825,40,6,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YBR039W,936,939,36,34,3
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR231C,618,620,111,72,2
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJL140W,666,656,46,10,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPL234C,495,496,129,64,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPR082C,432,425,21,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGL082W,1146,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR026C,1023,192,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YEL076C,651,634,23,2,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPR098C,327,317,9,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YER138C,5268,737,2,5,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YEL044W,501,496,13,2,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGR179C,1221,1224,68,97,3
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJR086W,333,333,65,24,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR016C,615,609,38,5,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR210CD,5268,658,2,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJR026W,1323,710,2,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR210CC,1323,460,2,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YHR176W,1299,251,1,2,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YKL022C,2523,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR018C,900,878,43,17,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YIL130W,2895,84,19,14,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOL009C,816,813,34,6,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOL022C,1227,1224,48,18,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGR192C,999,995,54,20,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YEL065W,1887,251,1,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YHR188C,1833,45,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YHR111W,1323,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGR109WB,4644,837,21,8,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGR109WA,873,866,23,3,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGR043C,1002,995,43,7,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YHR105W,645,639,42,8,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOR255W,837,837,75,72,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR210W,228,228,70,19,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR361C,852,853,95,90,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YEL020WA,264,264,55,12,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR044W,987,988,92,85,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR407W,690,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YBR088C,777,762,25,3,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YNL180C,996,251,1,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR071C,576,557,18,3,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR162C,711,691,31,9,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YHR017W,1158,1159,71,80,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YAR062W,597,591,47,11,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YMR073C,606,596,26,6,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR353W,960,929,56,15,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YMR139W,1113,165,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJL115W,840,839,50,8,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJR073C,621,623,92,46,2
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPR104C,2811,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOR105W,327,278,22,4,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR157WE,165,141,49,9,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR157WD,213,211,24,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDL096C,327,208,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGR054W,1929,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YML107C,1161,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOR079C,942,927,24,2,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR287W,879,875,41,9,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOR069W,939,876,33,19,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR203W,318,264,3,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR252W,450,446,14,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YAL040C,1743,335,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR288W,912,916,66,55,4
scORFeome-HIP-01_S145_L001_R1_001_sorted,YFL062W,1140,80,4,2,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YNL197C,1986,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR296W,681,681,89,79,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDL185CA,228,209,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR078C,672,664,38,9,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPR165W,630,628,30,8,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR042C,603,598,27,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR275W,708,703,39,9,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR191W,1113,1095,22,6,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YBL058W,1272,1264,53,19,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YHR147C,645,120,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGR156W,1278,1053,2,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YBR037C,888,887,44,12,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPL001W,1125,1127,59,70,2
scORFeome-HIP-01_S145_L001_R1_001_sorted,YMR260C,462,458,29,2,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJR060W,1056,1044,47,18,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YNL252C,846,807,35,7,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOR251C,915,102,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YMR325W,375,375,99,48,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YCR040W,528,510,22,4,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLL066C,3618,309,2,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR339C,570,563,30,4,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YIL146C,1590,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR096W,2685,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YFL037W,1374,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR256WA,1323,715,2,5,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YHL022C,1197,1186,32,12,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOR075W,1041,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR153C,1236,1200,21,6,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR043C,696,686,33,5,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGR294W,363,141,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR483W,1329,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGR254W,1314,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLL067C,3618,731,16,12,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJL144W,315,315,65,21,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR270W,1053,1047,44,7,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGL070C,369,369,18,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YNL129W,723,705,29,12,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGR293C,462,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR160C,1089,1065,46,14,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPL150W,2706,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJL012C,2166,111,1,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YBR295W,3651,499,1,3,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YFL057C,459,446,7,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR126W,1011,1011,76,80,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YKL026C,504,497,7,3,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YFL028C,870,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR134C,411,412,49,52,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR272W,825,825,85,42,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPR188C,492,486,27,4,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPL228W,1650,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YKR104W,921,917,46,18,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR463C,552,329,57,24,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YHL049C,816,266,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YER093C,4293,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR308C,423,421,17,4,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPL276W,438,419,13,4,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YMR295C,594,570,25,2,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR032C,597,598,131,76,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPL257WA,1323,601,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR214W,1053,347,1,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YKL201C,3537,502,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLL049W,540,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOL026C,342,327,19,2,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOR228C,909,898,32,12,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDL168W,1161,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR262W,819,812,35,8,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YHR211W,3228,859,41,138,3
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPR143W,753,104,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR084C,600,547,31,6,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPR166C,348,348,64,22,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR307W,906,890,47,15,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YFR013W,2364,223,1,2,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YMR156C,717,696,20,7,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YHR013C,717,717,91,62,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YNL339C,5580,310,4,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YBR159W,1044,1040,41,10,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGL184C,1398,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJR067C,426,424,30,3,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPR200C,393,395,81,7,2
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJL058C,1632,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR075W,927,907,65,16,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YHR087W,336,332,12,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJR077C,936,925,47,14,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGL133W,3795,502,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR188W,2088,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YML133C,4125,913,13,19,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR276C,168,169,66,7,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YHR214CC,1437,563,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YKR003W,1347,173,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR158W,1098,1083,64,23,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOL114C,609,610,95,54,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YMR314W,705,697,34,10,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDL084W,1341,251,1,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOR164C,939,913,21,6,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR286C,345,345,55,19,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YML039W,5268,741,5,4,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGL116W,1833,132,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YKR075C,924,914,61,18,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YIL151C,3357,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YML045W,5268,567,2,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR050C,747,728,33,8,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YMR118C,591,591,37,27,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR175C,960,962,55,63,2
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGL141W,2733,145,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR284C,870,852,28,6,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJL097W,654,645,38,10,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YBR259W,2067,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR151C,1023,1021,46,11,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YMR264W,612,607,54,7,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YNL157W,507,488,24,8,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR110C,402,402,29,2,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YMR083W,1128,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YBR193C,672,668,43,10,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGR007W,972,971,58,21,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPR174C,666,667,112,57,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YFL050C,2577,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR324W,1572,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YEL057C,702,681,25,4,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDL165W,576,576,100,53,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR140W,666,664,55,8,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR013W,627,616,35,7,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YKL189W,1200,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YIR011C,960,952,53,11,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR365WB,5268,613,1,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR123C,915,905,49,10,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJR010W,1536,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR487C,627,594,54,12,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOL090W,2895,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR221C,663,659,34,6,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR318W,756,749,35,4,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YIL172C,1770,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDL039C,348,348,102,14,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJL183W,1269,502,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR116C,858,860,111,77,2
scORFeome-HIP-01_S145_L001_R1_001_sorted,YEL028W,462,441,22,3,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOL003C,1137,1131,52,21,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJR007W,915,849,11,3,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YHR121W,564,558,30,10,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YIL065C,468,459,38,4,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOL138C,4026,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YHR119W,3243,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YKR068C,582,570,38,4,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YIR041W,375,325,12,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR186W,759,750,37,5,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGL163C,2697,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR210W,1383,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR130C,876,873,34,10,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJR058C,444,436,24,3,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGL173C,4587,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YIL080W,4722,838,17,10,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YBL021C,435,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YHR215W,1404,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGR053C,852,839,23,7,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJR161C,1152,295,22,23,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR363WA,270,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOR094W,552,537,21,4,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR207W,2502,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YNL261W,1440,251,1,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOR064C,660,660,59,42,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR065W,1098,1098,49,76,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YBR217W,561,557,18,4,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJR113C,744,745,89,82,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGL123W,765,752,33,10,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOR126C,717,718,82,44,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YKR066C,1086,1073,42,8,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR079W,336,336,44,14,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLL014W,327,327,51,15,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOL091W,1830,233,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YML070W,1755,51,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR281C,315,296,8,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YIL027C,426,426,54,8,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR412W,825,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGR097W,3441,502,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YHR156C,1023,1018,54,14,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPL127C,777,776,27,5,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YBR034C,1047,1035,54,13,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YNL243W,2907,251,1,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR098CB,5268,937,4,4,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR040C,675,669,33,5,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YBL113WA,483,139,5,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOR159C,285,279,9,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YNL253W,1269,1232,35,14,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGL144C,2058,501,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YFR003C,468,461,29,3,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YCR087W,516,400,6,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPR204W,3099,201,3,3,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDL157C,357,347,23,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR038C,252,253,56,14,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YBR170C,1743,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR216C,1116,1111,63,12,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YEL076CA,651,513,11,4,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR115W,318,308,13,2,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YKL043W,1101,1098,39,9,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR173C,1068,1071,84,90,3
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPL055C,999,1000,59,79,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YBR254C,528,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPL282C,495,496,87,50,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR313C,861,848,45,13,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YBR136W,7107,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YIL020C,786,772,15,6,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR245C,429,424,25,6,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YNR064C,873,862,36,13,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR165C,765,765,74,58,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJR085C,318,301,18,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YCR069W,957,251,1,2,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR280W,918,908,40,11,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR155C,1089,1091,115,130,2
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGL166W,678,646,44,10,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJR014W,597,595,29,11,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJL132W,2253,251,1,3,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR281C,468,458,23,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YHR138C,345,329,17,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGR202C,1275,1271,48,13,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR152W,798,799,89,63,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOR261C,1017,981,11,7,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YGL170C,1242,1221,28,10,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YOR220W,798,777,46,9,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDL145C,3606,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR309C,1152,1152,89,90,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YCR087CA,462,454,7,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YKL168C,2205,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDL169C,672,673,91,50,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YNL324W,396,34,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPR145W,1719,250,1,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR262C,648,612,34,4,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDL243C,990,440,26,4,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPL257W,582,115,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR265W,1014,1008,30,10,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR331W,1236,1239,125,146,3
scORFeome-HIP-01_S145_L001_R1_001_sorted,YPR203W,309,297,6,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YJL114W,681,682,18,30,1
scORFeome-HIP-01_S145_L001_R1_001_sorted,YKR044W,1332,251,1,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR423C,1254,251,1,1,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YMR072W,552,552,49,25,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YDR298C,639,619,35,6,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YBL009W,2031,251,1,N/A,N/A
scORFeome-HIP-01_S145_L001_R1_001_sorted,YLR433C,1662,251,1,N/A,N/A
